ad_id,suburb,district,bedrooms,bathrooms,land_perches,floor_sqft,price_lkr,price_log
5834706,Boralesgamuwa,Colombo,3,3,20,3000,60000000,17.90985514
5834704,Wattala,Gampaha,3,3,6.2,1750,50000000,17.72753358
5834650,Ja Ela,Gampaha,4,3,14,2100,45000000,17.62217307
5616455,weligama,Matara,5,5,60,111,210000000,19.16261809
5834085,Kahatagasdigiliya,Other,4,1,40,2000,16500000,16.618871
5834281,Thalawathugoda,Colombo,4,2,6.75,1840,23500000,16.97251102
5834267,Ethul Kotte,Colombo,5,3,14.5,2400,55000000,17.82284376
5834249,Mount Lavinia,Colombo,4,4,6.5,3000,78000000,18.1722194
5803014,Pelawatte,Colombo,3,2,13.5,3000,54000000,17.80449462
5833832,Athurugiriya,Colombo,3,2,6.1,1350,26000000,17.07360713
5833782,Colombo 5,Colombo,4,3,20,3000,285000000,19.46799974
5834041,Panadura,Kalutara,7,4,16,3921,50000000,17.72753358
5834016,Piliyandala,Colombo,5,3,19,3000,75000000,18.13299868
5833886,Rajagiriya,Colombo,5,3,18,3000,100000000,18.42068075
5726590,Colombo 2,Colombo,4,4,20,3500,400000000,19.80697511
5824374,Mount Lavinia,Colombo,4,3,10,2350,37500000,17.43985152
5827839,Pelawatte,Other,4,3,1,2600,49500000,17.71748325
5814554,Colombo 5,Colombo,3,2,8.5,2800,145000000,18.79224431
5833739,Battaramulla,Colombo,2,1,9.65,1600,28000000,17.1477151
5833733,Battaramulla,Colombo,8,8,15,3000,150000000,18.82614586
5833727,Dehiwala,Colombo,5,3,8.8,2915,46500000,17.65496289
5833621,Rathmalana,Colombo,4,4,5.5,2500,37500000,17.43985152
5819197,Kohuwala,Colombo,5,3,10,2200,66000000,18.00516532
5833104,Ethul Kotte,Colombo,6,6,21.3,3000,165000000,18.92145604
5832960,Gothatuwa,Colombo,5,4,9.5,3600,88000000,18.29284738
5798366,Malabe,Colombo,3,2,7,1450,28500000,17.16541468
5831223,Athurugiriya,Colombo,3,3,7.3,1743,19500000,16.78592507
5831225,Athurugiriya,Colombo,3,3,7,1230,24800000,17.02635425
5831723,Athurugiriya,Colombo,4,2,6.4,2400,28500000,17.16541468
5833331,Madampe,Other,3,3,26,3004,40000000,17.50439004
5832693,Colombo 3,Colombo,3,2,1,2450,170000000,18.951309
5832597,Kandana,Gampaha,3,2,6.21,2500,19000000,16.75994959
5816898,Mirihana,Colombo,5,3,10.5,4000,89000000,18.30414694
5832325,Thalawathugoda,Colombo,4,2,10.5,4000,85000000,18.25816183
5762680,Piliyandala,Colombo,3,2,14.4,2080,25000000,17.03438642
5765496,Colombo 5,Colombo,4,2,12,2500,72000000,18.09217669
5774683,Mount Lavinia,Colombo,3,3,15,2500,83000000,18.23435118
5774694,Kalubowila,Colombo,5,5,22.5,3000,107000000,18.4883394
5832520,Malabe,Colombo,3,1,10,1500,22000000,16.90655306
5807648,Colombo 5,Colombo,4,3,12,4000,180000000,19.00846741
5832086,Nugegoda,Colombo,5,4,16.5,3300,109000000,18.50685845
5831951,Colombo 7,Colombo,2,2,10,3400,230000000,19.25358987
5788273,Colombo 5,Colombo,6,5,8.1,3500,135000000,18.72078534
5823277,Colombo 5,Colombo,4,4,15.54,4600,330000000,19.61460322
5831603,Colombo 10,Colombo,4,2,1.4,1500,40000000,17.50439004
5831554,Malabe,Colombo,4,4,8.5,4000,50000000,17.72753358
5831551,Kohuwala,Colombo,3,2,8.5,3000,66000000,18.00516532
5831283,Pelawatte,Other,5,3,10.5,3000,65000000,17.98989784
5798330,Athurugiriya,Colombo,3,2,7.75,1400,24500000,17.01418372
5798336,Athurugiriya,Colombo,3,2,6,1450,24500000,17.01418372
5798405,Malabe,Colombo,3,3,7,2100,38500000,17.46616883
5798417,Malabe,Colombo,5,3,12,3000,57500000,17.86729552
5798440,Malabe,Colombo,4,4,27.12,4200,72500000,18.09909713
5831221,Athurugiriya,Colombo,3,2,7.5,1250,16400000,16.61279195
5831214,Mount Lavinia,Colombo,5,5,20,3000,215000000,19.18614859
5824163,Pelawatte,Colombo,5,3,14,3800,88000000,18.29284738
5782974,Nawala,Colombo,6,6,84,3000,402000000,19.81196265
5782980,Colombo 7,Colombo,3,3,18,3000,400000000,19.80697511
5765032,Rajagiriya,Colombo,5,7,10,3000,270000000,19.41393252
5614443,Marawila,Colombo,5,2,34,2590,40000000,17.50439004
5482668,Pita Kotte,Colombo,3,2,51,2500,205000000,19.13852054
5831129,Moratuwa,Colombo,4,4,15.38,3500,62000000,17.94264496
5831054,Colombo 3,Colombo,5,4,12.8,4000,250000000,19.33697148
5831051,Jaffna,Jaffna,6,6,15,3500,74000000,18.11957566
5831038,Colombo 6,Colombo,4,2,6,3000,75000000,18.13299868
5830990,Delgoda,Gampaha,4,2,20,3500,27500000,17.1296966
5770780,Hokandara,Colombo,4,3,60,3000,140000000,18.75715299
5807136,Thalawathugoda,Colombo,4,4,18.5,4800,130000000,18.68304502
5830497,Hokandara,Colombo,4,3,8.3,2900,65000000,17.98989784
5830437,Thalawathugoda,Colombo,4,3,6,3218,56000000,17.84086227
5830428,Nugegoda,Colombo,5,4,13,4500,95000000,18.36938746
5825955,Colombo 13,Colombo,6,6,27.28,3000,230000000,19.25358987
5830652,Nugegoda,Colombo,3,2,7.65,2500,81000000,18.20995972
5830543,Colombo 5,Colombo,4,5,20,4000,330000000,19.61460322
5813678,Kandy,Kandy,6,4,25.3,2830,60000000,17.90985514
5829970,Wellawaya,Badulla,2,1,36,1500,15000000,16.52356083
5829825,Gampaha,Gampaha,6,3,17,4500,46000000,17.64415198
5830037,Alawwa,Kurunegala,4,1,30,900,8000000,15.89495222
5829816,Malabe,Colombo,3,3,11,1650,55000000,17.82284376
5830007,Kottawa,Colombo,7,6,20.5,3200,54000000,17.80449462
5829813,Haputale,Badulla,7,7,2.91,1950,105000000,18.46947092
5402932,Rajagiriya,Colombo,4,3,11.2,2500,85000000,18.25816183
5829810,Malabe,Colombo,3,2,7.5,2700,46000000,17.64415198
5829777,Wattegama,Other,7,3,7.6,3000,45000000,17.62217307
5807612,Colombo 7,Colombo,4,3,10,2200,240000000,19.29614949
5744039,Colombo 1,Colombo,4,2,11.5,2400,13500000,16.41820032
5810887,Hokandara,Colombo,3,1,13,1440,17500000,16.6777115
5748047,Boralesgamuwa,Colombo,5,4,8,4250,56000000,17.84086227
5829190,Malabe,Colombo,4,4,10,3000,29500000,17.19990086
5829184,Kadawatha,Gampaha,4,2,25,2800,50000000,17.72753358
5829180,Dehiwala,Colombo,4,3,8,1700,55000000,17.82284376
5829069,Wattala,Gampaha,4,6,8,3800,73500000,18.11279598
5799154,Kadawatha,Gampaha,5,3,12.25,2363,38000000,17.45309674
5828644,Thalawathugoda,Colombo,4,3,7,4000,68000000,18.03501828
5828624,Boralesgamuwa,Colombo,5,2,10,4000,56000000,17.84086227
5817138,Raddoluwa,Gampaha,3,1,11.7,1900,16000000,16.58809934
5828613,Rajagiriya,Colombo,4,10,20,3000,90000000,18.31532024
5828609,Maharagama,Colombo,3,1,15,3500,30000000,17.21670797
5828605,Hokandara,Colombo,6,3,12.5,4750,48000000,17.68671159
5828781,Pelawatte,Other,5,5,37,3500,180000000,19.00846741
5828758,Ja Ela,Gampaha,4,4,12,1108,55000000,17.82284376
5828757,Kandana,Gampaha,5,7,12.75,2500,85000000,18.25816183
5828707,Malabe,Colombo,4,2,10.6,3000,30000000,17.21670797
5828695,Kiribathgoda,Gampaha,5,5,11.3,4000,82000000,18.22222982
5828694,Malabe,Colombo,6,6,19,2200,38000000,17.45309674
5828692,Kadawatha,Gampaha,4,2,46,3600,110000000,18.51599093
5828687,Kadawatha,Gampaha,5,5,16.5,2500,85000000,18.25816183
5828684,Kadawatha,Gampaha,4,2,10.5,3628,41000000,17.52908265
5828682,Kadawatha,Gampaha,2,1,10,1900,22000000,16.90655306
5828282,Hokandara,Colombo,5,3,8.38,2900,65000000,17.98989784
5828221,Mawaramandiya,Gampaha,4,3,25,2500,50000000,17.72753358
5828203,Dehiwala,Colombo,5,3,7.7,3000,69000000,18.04961708
5828191,Colombo 4,Colombo,4,6,7.01,3000,160000000,18.89068438
5768835,Colombo 5,Colombo,4,3,9,3000,180000000,19.00846741
5827133,Boralesgamuwa,Colombo,5,4,9,2800,80000000,18.19753721
5828528,Hokandara,Colombo,3,3,1,3000,120000000,18.60300231
5828173,Colombo 7,Colombo,6,4,23.64,4000,472800000,19.97418303
5828398,Angoda,Colombo,5,3,10,2500,45000000,17.62217307
5828324,Maharagama,Colombo,3,3,50,3500,250000000,19.33697148
5755154,Pita Kotte,Colombo,6,3,8.1,3200,36000000,17.39902952
5775735,Battaramulla,Colombo,6,3,10,4200,99500000,18.41566821
5798436,Malabe,Colombo,4,4,7.25,3500,65000000,17.98989784
5819873,Battaramulla,Colombo,3,3,13.12,2744,59000000,17.89304802
5821532,Battaramulla,Colombo,3,3,13.12,2744,59000000,17.89304802
5755553,Rajagiriya,Colombo,4,2,14.4,3500,48000000,17.68671159
5811875,Madampe,Other,5,2,15,2800,38500000,17.46616883
5824938,Makola,Gampaha,4,2,20,3000,55000000,17.82284376
5827888,Thalawathugoda,Colombo,4,3,7,3500,56000000,17.84086227
5827859,Colombo 7,Colombo,4,4,10,2500,230000000,19.25358987
5827831,Kottawa,Colombo,7,6,20.6,3200,54000000,17.80449462
5827815,Gelioya,Kandy,3,2,17,2500,46000000,17.64415198
5827814,Maharagama,Colombo,2,1,12,1000,13500000,16.41820032
5769632,Kalubowila,Colombo,4,4,7.5,4150,89000000,18.30414694
5827765,Gothatuwa,Colombo,4,2,9,2700,34000000,17.34187111
5827518,Nawala,Colombo,6,4,8,3500,72000000,18.09217669
5827434,Attidiya,Colombo,5,2,25,3000,130000000,18.68304502
5796262,Kochchikade,Gampaha,4,2,10,2000,9500000,16.06680246
5826959,Boralesgamuwa,Colombo,3,1,6,1200,15000000,16.52356083
5826941,Hokandara,Colombo,5,5,14.5,3992,220000000,19.20913811
5826906,Kurunegala,Kurunegala,4,3,18,3300,75000000,18.13299868
5826902,Hokandara,Colombo,3,2,14.5,1500,15000000,16.52356083
5826829,Thalawathugoda,Colombo,4,2,37.5,3000,60000000,17.90985514
5826793,Hokandara,Colombo,2,1,6,1500,20000000,16.81124288
5827028,Nugegoda,Colombo,3,1,4.23,2000,17000000,16.64872396
5827010,Hokandara,Colombo,3,1,10,2500,13500000,16.41820032
5779863,Rathmalana,Colombo,2,1,4.7,1100,15500000,16.55635065
5826450,Colombo 7,Colombo,5,5,16.9,3000,350000000,19.67344372
5826443,Nawala,Colombo,2,1,9.75,3250,39000000,17.47907223
5826418,Kottawa,Colombo,5,4,4,1900,35000000,17.37085865
5826349,Thalawathugoda,Colombo,4,3,19.5,2570,50000000,17.72753358
5754661,Mount Lavinia,Colombo,7,4,12.5,3100,79500000,18.19126759
5760079,Mount Lavinia,Colombo,6,4,20,3000,90000000,18.31532024
5625765,Maharagama,Colombo,4,3,10,2800,55000000,17.82284376
5802517,Kalubowila,Colombo,8,10,7.36,3000,110000000,18.51599093
5802530,Mount Lavinia,Colombo,6,4,20,3000,92000000,18.33729915
5809504,Kohuwala,Colombo,4,4,11.47,3300,125000000,18.6438243
5809507,Colombo 5,Colombo,4,3,23,3000,250000000,19.33697148
5815727,Colombo 7,Colombo,5,3,22.65,4000,415000000,19.84378908
5826744,Wellampitiya,Kandy,4,3,14,2500,48500000,17.69707438
5826723,Malabe,Colombo,5,4,8.7,2669,62500000,17.95067713
5826538,Rajagiriya,Colombo,6,3,10,1500,30000000,17.21670797
5826003,Malabe,Colombo,4,4,7.5,2700,52000000,17.7667543
5825923,Athurugiriya,Colombo,3,2,7,1070,17900000,16.70031133
5826142,Divulapitiya,Gampaha,6,2,19.7,3500,28000000,17.1477151
5826125,Hokandara,Colombo,4,4,18.6,4800,120000000,18.60300231
5685111,Rajagiriya,Colombo,5,2,20,2000,58000000,17.87595359
5814449,Kandy,Kandy,6,4,15.5,2830,54000000,17.80449462
5825786,Bandaragama,Gampaha,3,1,30,2400,53000000,17.78580249
5743088,Thalawathugoda,Colombo,4,5,10.25,3200,51000000,17.74733621
5721382,Kesbewa,Colombo,1,1,7,800,11710000,16.27595382
5721811,Galle,Galle,1,1,6,800,11710000,16.27595382
5721701,Bentota,Galle,1,1,6,800,11710000,16.27595382
5308662,Rajagiriya,Colombo,5,5,10,4000,149000000,18.81945687
5825339,Kohuwala,Colombo,4,3,7.03,3300,82500000,18.22830886
5825281,Boralesgamuwa,Colombo,3,3,10,1500,41500000,17.54120401
5825257,Thalawathugoda,Colombo,6,3,9.4,2944,65000000,17.98989784
5825618,Galagedara,Other,5,3,15,4100,60000000,17.90985514
5805365,Colombo 5,Colombo,5,4,30,4000,195000000,19.08851012
5825141,Mattegoda,Colombo,3,3,29.5,1700,29500000,17.19990086
5801350,Makola,Other,4,2,15.8,1729,25000000,17.03438642
5824519,Rajagiriya,Colombo,2,2,10,2700,60000000,17.90985514
5824439,Thalawathugoda,Colombo,4,2,20,2400,70000000,18.06400581
5824323,Athurugiriya,Colombo,3,2,7,1070,18000000,16.70588237
5824284,Boralesgamuwa,Colombo,6,6,14,4000,80300000,18.20128019
5824281,Battaramulla,Colombo,4,3,1,3700,65000000,17.98989784
5824603,Athurugiriya,Colombo,5,3,10,2400,35000000,17.37085865
5824597,Malabe,Colombo,4,3,11,3250,42000000,17.5531802
5824556,Nugegoda,Colombo,4,2,14.7,1200,32500000,17.29675068
5704690,Dehiwala,Colombo,5,4,21.6,3000,220000000,19.20913811
5805382,Nuwara Eliya,Kandy,4,3,20,2500,29000000,17.18280642
5823801,Ingiriya,Kalutara,4,2,22.5,1600,18000000,16.70588237
5824175,Attidiya,Colombo,4,4,15,4000,150000000,18.82614586
5824161,Boralesgamuwa,Colombo,2,2,9.6,1800,36000000,17.39902952
5824118,Pepiliyana,Colombo,5,3,1,3000,59000000,17.89304802
5824102,Gampaha,Colombo,2,3,1,3000,6900000,15.74703211
5824092,Nawala,Colombo,4,3,7,1600,60000000,17.90985514
5824091,Battaramulla,Colombo,6,5,9.75,4065,68000000,18.03501828
5824077,Boralesgamuwa,Colombo,7,4,25,3000,90000000,18.31532024
5824057,Colombo 8,Colombo,5,3,1,4000,250000000,19.33697148
5824046,Maharagama,Colombo,7,6,9.1,3500,45000000,17.62217307
5824001,Moratuwa,Colombo,7,4,31,3000,74500000,18.1263097
5811892,Kandy,Kandy,6,4,15.5,2830,53000000,17.78580249
5823595,Thalawathugoda,Colombo,4,4,6.4,3000,68500000,18.04234432
5823215,Nugegoda,Colombo,3,3,10.9,3000,140610000,18.76150067
5823170,Thalawathugoda,Colombo,4,8,20,3000,220000000,19.20913811
5822701,Kadawatha,Gampaha,5,4,38,3500,65000000,17.98989784
5822850,Malabe,Colombo,2,2,19,2500,37000000,17.4264285
5718585,Hambantota,Hambantota,3,2,7,2000,23630000,16.97802769
5721273,Ja Ela,Gampaha,1,1,7,800,11710000,16.27595382
5721788,Kandy,Kandy,1,1,6,800,11710000,16.27595382
5721815,Unawatuna,Galle,1,1,6,800,11710000,16.27595382
5721730,Seeduwa,Gampaha,1,1,6,800,11710000,16.27595382
5724120,Puttalam,Puttalam,4,2,7,2000,19800000,16.80119255
5724154,Puttalam,Puttalam,2,2,7,1000,14630000,16.49858484
5819627,Rajagiriya,Colombo,4,3,10,4280,92000000,18.33729915
5801762,Battaramulla,Colombo,4,3,37.18,3000,115000000,18.5604427
5822545,Malabe,Colombo,5,5,12.25,3000,55000000,17.82284376
5822533,Bolgoda,Colombo,8,9,230,3000,239000000,19.29197411
5822331,Nawala,Colombo,7,3,15.2,3000,130000000,18.68304502
5822057,Kaduwela,Colombo,5,4,20,3000,17500000,16.6777115
5822019,Hokandara,Colombo,4,3,6.9,2066.8,26500000,17.09265533
5822288,Malabe,Colombo,4,4,7.5,2700,52000000,17.7667543
5822284,Battaramulla,Colombo,3,2,9.3,2500,29500000,17.19990086
5822271,Malabe,Colombo,5,3,15.5,3000,32000000,17.28124649
5822259,Rambukkana,Kegalle,4,2,47,2000,8000000,15.89495222
5822236,Boralesgamuwa,Colombo,3,3,10,3163,47500000,17.67624029
5822235,Boralesgamuwa,Colombo,5,3,8,4250,56000000,17.84086227
5822168,Maharagama,Colombo,6,4,15,4500,70000000,18.06400581
5781656,Thalawathugoda,Colombo,5,3,6.8,2000,75000000,18.13299868
5821741,Battaramulla,Colombo,4,2,8,1700,33500000,17.32705603
5821739,Thalawathugoda,Colombo,7,4,10,3500,45000000,17.62217307
5821733,Pelawatte,Colombo,3,3,24,2600,72000000,18.09217669
5821674,Nugegoda,Colombo,5,4,30,3000,230000000,19.25358987
5821838,Katana,Other,4,2,20,3200,21000000,16.86003304
5821791,Galle,Galle,6,2,11.5,2459,28500000,17.16541468
5771235,Thalawathugoda,Colombo,4,2,10.5,1500,60000000,17.90985514
5800276,Nugegoda,Colombo,5,4,13,4000,87000000,18.28141869
5716321,Rajagiriya,Colombo,5,5,10,3800,220000000,19.20913811
5686762,Colombo 5,Colombo,4,4,15.5,3700,310000000,19.55208286
5821242,Pelawatte,Other,5,3,1,2600,150000000,18.82614586
5821485,Negombo,Gampaha,5,3,10.5,2600,35000000,17.37085865
5821441,Bokundara,Other,4,2,10,2500,48000000,17.68671159
5821438,Colombo 3,Colombo,5,4,12.8,4000,230000000,19.25358987
5821364,Battaramulla,Colombo,8,10,60,3000,380000000,19.75568181
5820901,Battaramulla,Colombo,10,10,9,3000,100000000,18.42068075
5820895,Nugegoda,Colombo,3,2,6.5,1500,25000000,17.03438642
5820866,Colombo 5,Colombo,4,9,16,4500,300000000,19.51929304
5452653,Wennappuwa,Puttalam,4,3,22,2200,43000000,17.5767107
5821076,Mount Lavinia,Colombo,4,5,3.5,2800,34000000,17.34187111
5821002,Kottawa,Colombo,3,2,7.7,1433,37500000,17.43985152
5820928,Battaramulla,Colombo,5,2,7.5,2500,35000000,17.37085865
5820924,Malabe,Colombo,3,1,14,1000,25700000,17.06200159
5778010,Dehiwala,Colombo,5,3,1,3000,180000000,19.00846741
5815029,Pita Kotte,Colombo,4,2,6,3000,70000000,18.06400581
5820351,Nugegoda,Colombo,3,2,12,2178,25000000,17.03438642
5820344,Colombo 3,Colombo,4,3,19,3000,456000000,19.93800337
5820341,Hokandara,Colombo,3,3,7.5,2042,40000000,17.50439004
5820324,Battaramulla,Colombo,3,3,10.7,2000,40000000,17.50439004
5820316,Battaramulla,Colombo,5,4,8.5,2000,37000000,17.4264285
5819764,Dehiwala,Colombo,5,3,13.7,3850,98500000,18.40556712
5819951,Nugegoda,Colombo,5,4,16,2600,57600000,17.86903314
5819928,Kandy,Kandy,4,2,17.6,1500,20000000,16.81124288
5819912,Ja Ela,Gampaha,4,4,105,3500,75000000,18.13299868
5812774,Delgoda,Gampaha,5,5,25,2500,70000000,18.06400581
5694586,Colombo 2,Colombo,3,3,1,1680,175000000,18.98029654
5647050,Rajagiriya,Colombo,5,3,7.25,3100,78000000,18.1722194
5819587,Pita Kotte,Colombo,6,6,21.3,3000,150000000,18.82614586
5819577,Wattala,Gampaha,5,3,20,3000,50000000,17.72753358
5819513,Kelaniya,Gampaha,5,2,20.93,1606,45000000,17.62217307
5819832,Rajagiriya,Colombo,4,10,16.86,3000,295000000,19.50248592
5819793,Battaramulla,Colombo,4,2,20.9,1500,27200000,17.11872757
5819792,Battaramulla,Colombo,4,3,12,3900,30000000,17.21670797
5819787,Battaramulla,Colombo,5,4,24,1400,80000000,18.19753721
5819783,Kohuwala,Colombo,5,4,13.75,4800,180000000,19.00846741
5819780,Rajagiriya,Colombo,5,2,19.25,3000,75000000,18.13299868
5819649,Colombo 3,Colombo,5,4,12.8,4000,300000000,19.51929304
5819107,Lindula,Other,2,2,40,1275,15000000,16.52356083
5819246,Wattala,Gampaha,3,3,6.5,1850,39000000,17.47907223
5819242,Rajagiriya,Colombo,4,3,10,4585,180000000,19.00846741
5819231,Thalawathugoda,Colombo,6,3,16.5,4500,80000000,18.19753721
5819229,Kiribathgoda,Gampaha,3,2,10,1450,23800000,16.98519618
5762627,Athurugiriya,Colombo,3,3,20,3500,27500000,17.1296966
5819109,Kandana,Gampaha,3,1,14.5,1360,25000000,17.03438642
5819395,Colombo 12,Colombo,7,8,17,3000,350000000,19.67344372
5819394,Dankotuwa,Gampaha,8,5,42,2500,45000000,17.62217307
5819355,Colombo 5,Colombo,6,5,33,3000,500000000,20.03011866
5819352,Alawwa,Other,7,4,54,2600,160000000,18.89068438
5819344,Nugegoda,Colombo,4,3,7.3,3100,85000000,18.25816183
5819319,Colombo 5,Colombo,6,4,19.21,3750,150000000,18.82614586
5819281,Rajagiriya,Colombo,4,4,10,4300,89000000,18.30414694
5815019,Kadawatha,Gampaha,7,3,15,2500,64000000,17.97439366
5819042,Kandana,Gampaha,5,7,12.75,2500,89000000,18.30414694
5818462,Kaduwela,Colombo,4,4,14,2500,30000000,17.21670797
5818442,Rajagiriya,Colombo,4,3,4,2700,38000000,17.45309674
5818436,Boralesgamuwa,Colombo,4,3,15,3880,75000000,18.13299868
5818431,Nawala,Colombo,4,3,7,2460,60000000,17.90985514
5818401,Colombo 5,Colombo,5,5,9.5,2270,120000000,18.60300231
5818400,Katukurunda,Other,1,1,8,2000,9500000,16.06680246
5805354,Colombo 5,Colombo,3,2,10,2900,235000000,19.27509608
5818653,Pannipitiya,Colombo,5,3,8.5,3000,48500000,17.69707438
5818644,Wattala,Gampaha,3,2,6.75,2000,35000000,17.37085865
5818640,Wattala,Gampaha,3,3,12.5,3000,44000000,17.59970021
5818638,Wattala,Gampaha,10,5,20,2500,60000000,17.90985514
5818637,Piliyandala,Colombo,4,3,25.5,2885,45000000,17.62217307
5818635,Wattala,Gampaha,4,2,18.2,2500,93000000,18.34811006
5818630,Kandana,Gampaha,3,3,8.5,2500,43000000,17.5767107
5818629,Kiribathgoda,Gampaha,4,3,12.5,3700,50000000,17.72753358
5818626,Kiribathgoda,Gampaha,3,2,9.5,1900,23800000,16.98519618
5818595,Piliyandala,Colombo,3,4,8.75,2150,43500000,17.58827152
5818589,Rajagiriya,Colombo,3,2,13,1500,156000000,18.86536657
5818550,Nawala,Colombo,7,5,16.25,4500,150000000,18.82614586
5816385,Colombo 5,Colombo,6,4,30,3000,480000000,19.98929666
5818050,Battaramulla,Colombo,7,7,17.27,3000,175000000,18.98029654
5710166,Moratuwa,Colombo,4,3,8,2000,55800000,17.83728445
5710172,Moratuwa,Colombo,4,4,8,3150,67190000,18.023035
5714810,Moratuwa,Colombo,4,4,10,3150,66000000,18.00516532
5714822,Moratuwa,Colombo,3,2,6,2000,40800000,17.52419266
5718484,Jaffna,Jaffna,4,4,10,3150,31190000,17.25560812
5718490,Jaffna,Jaffna,3,2,7,2000,23630000,16.97802769
5818193,Nugegoda,Colombo,4,3,17,3500,93000000,18.34811006
5818161,Malabe,Colombo,5,3,16.5,3000,55000000,17.82284376
5817809,Kohuwala,Colombo,6,8,17,3000,180000000,19.00846741
5817744,Boralesgamuwa,Colombo,4,3,11,2900,40000000,17.50439004
5817811,Mount Lavinia,Colombo,4,2,10,2200,45000000,17.62217307
5817657,Nagoda,Other,3,2,7.86,1500,7500000,15.83041371
5817611,Boralesgamuwa,Colombo,4,4,15,3800,75000000,18.13299868
5817519,Nugegoda,Colombo,5,3,14.2,3300,70000000,18.06400581
5817173,Thalawathugoda,Colombo,4,3,17,3500,92500000,18.34271921
5817350,Boralesgamuwa,Colombo,6,4,15,2793.75,46000000,17.64415198
5817335,Moratuwa,Colombo,4,3,6.2,3000,65000000,17.98989784
5816915,Hekitta,Other,4,3,7,2999,47500000,17.67624029
5816911,Dalupotha,Other,5,4,12.2,3320,49500000,17.71748325
5816901,Wattala,Gampaha,4,6,8,3800,73500000,18.11279598
5817095,Colombo 5,Colombo,4,3,20,3000,285000000,19.46799974
5817085,Rajagiriya,Colombo,4,10,16.86,3000,295000000,19.50248592
5817082,Kohuwala,Colombo,5,3,34,3000,300000000,19.51929304
5817026,Malabe,Colombo,3,2,20,3000,48000000,17.68671159
5817014,Kalubowila,Colombo,4,3,7.2,2304,25000000,17.03438642
5816961,Ja Ela,Gampaha,4,3,12.5,2000,46000000,17.64415198
5816948,Kandy,Kandy,5,3,40,2830,160000000,18.89068438
5816919,Gampaha,Gampaha,5,3,7.5,2500,24000000,16.99356443
5816497,Nawala,Colombo,5,3,23,3000,200000000,19.11382793
5816459,Dehiwala,Colombo,4,4,9,2450,95000000,18.36938746
5816447,Nawala,Colombo,4,3,35,4200,225000000,19.23161096
5816439,Battaramulla,Colombo,4,4,7,3000,120000000,18.60300231
5718669,Colombo 5,Colombo,5,5,11,3000,230000000,19.25358987
5816678,Nugegoda,Colombo,5,4,18,4900,92000000,18.33729915
5816650,Hokandara,Colombo,3,1,45,1000,60000000,17.90985514
5816603,Rajagiriya,Colombo,4,3,7.1,1500,25000000,17.03438642
5816029,Kohuwala,Colombo,3,3,6.5,1769,85000000,18.25816183
5815991,Colombo 4,Colombo,4,4,16.4,3500,305000000,19.53582234
5815989,Battaramulla,Colombo,4,3,9.7,2756,35000000,17.37085865
5815982,Nugegoda,Colombo,4,3,17,3796,190000000,19.06253464
5722113,Kottawa,Colombo,4,4,1,2300,34000000,17.34187111
5702292,Battaramulla,Colombo,3,6,12.9,3000,100000000,18.42068075
5772539,Kottawa,Colombo,4,4,9,4300,58000000,17.87595359
5816342,Mount Lavinia,Colombo,6,3,13.2,4000,82000000,18.22222982
5816233,Colombo 7,Colombo,5,6,16.5,3000,375000000,19.74243659
5816170,Malabe,Colombo,5,3,11.75,3199,47000000,17.66565818
5816150,Wattala,Gampaha,3,2,22,3000,80000000,18.19753721
5816140,Colombo 5,Colombo,5,5,24.8,3000,372000000,19.73440441
5816102,Pannipitiya,Colombo,5,3,21.6,2993,75000000,18.13299868
5787475,Ethul Kotte,Colombo,6,4,38.75,4300,160000000,18.89068438
5815554,Nawala,Colombo,3,2,9,2450,60000000,17.90985514
5815760,Kalubowila,Colombo,6,5,12,3000,168000000,18.93947454
5815716,Kottawa,Colombo,5,3,8.5,3000,48500000,17.69707438
5815688,Pita Kotte,Colombo,6,6,10.8,3000,110000000,18.51599093
5815686,Boralesgamuwa,Colombo,5,4,12,2250,79000000,18.18495842
5815674,Pelawatte,Other,5,5,16,4000,90000000,18.31532024
5815666,Pelawatte,Other,4,3,21,2600,130000000,18.68304502
5815220,Peliyagoda,Colombo,3,2,15,2400,49500000,17.71748325
5815206,Battaramulla,Colombo,4,3,11.6,3000,100000000,18.42068075
5815162,Kalutara,Kalutara,5,2,14,2500,30000000,17.21670797
5815156,Hokandara,Colombo,5,5,16,3000,55000000,17.82284376
5815025,Nugegoda,Colombo,5,3,10.5,4000,90000000,18.31532024
5814466,Kolonnawa,Colombo,5,7,6.8,4200,68500000,18.04234432
5814457,Thalawathugoda,Colombo,5,2,12.5,3125,41200000,17.53394884
5814438,Dehiwala,Colombo,4,4,26.2,3000,260000000,19.37619219
5814436,Pita Kotte,Colombo,5,5,10,3700,99000000,18.41063042
5814634,Colombo 7,Colombo,4,10,11,3000,400000000,19.80697511
5814602,Battaramulla,Colombo,3,3,14.46,3936,59000000,17.89304802
5814047,Thalawathugoda,Colombo,4,3,19.5,3000,60000000,17.90985514
5813976,Moratuwa,Colombo,6,6,40,2700,120000000,18.60300231
5814319,Kelaniya,Gampaha,5,2,33,3000,110000000,18.51599093
5814317,Colombo 7,Colombo,5,6,8.5,3770,255000000,19.35677411
5814316,Minuwangoda,Colombo,2,1,1,3000,6900000,15.74703211
5814310,Colombo 5,Colombo,4,4,7.55,2055,150000000,18.82614586
5814293,Mount Lavinia,Colombo,8,4,17.4,4000,93000000,18.34811006
